MATRICULA,NOME,REPROVACOES_DE,REPROVACOES_EM,REPROVACOES_MF,REPROVACOES_GO,NOTA_DE,NOTA_EM,NOTA_MF,NOTA_GO,INGLES,H_AULA_PRES,TAREFAS_ONLINE,FALTAS,PERFIL,DESV_ENT_NOTAS,SUM_NOTAS
607317,Antônio Isaías Hiboteze Torres,1,1,1,3,0,0,0,0,1,2,5,4,DIFICULDADE,0,0.5
802915,Romildo de Farias,0,0,0,0,6.9,6.4,7.5,6.8,0,2,5,1,HUMANAS,0.45461,3.4798
652955,Armando Rangel de Sales Júnior,0,0,0,0,4.4,4.4,4.8,4.4,1,5,1,7,DIFICULDADE,0.2,1.7767
326032,Eleonora Elisa de Cardoso dos Santos Innison,0,0,0,0,6.4,6.8,5.1,6.8,1,3,5,3,EXATAS,0.80571,2.7366
124437,Itamar Isac de Gusmões Schneider,0,0,0,0,7.2,4.7,5.3,5.5,,4,3,5,EXATAS,1.07199,0.4163
324386,Eva Branco Terceiro,3,1,1,1,0,0,0,,0,2,3,5,DIFICULDADE,0,"0,00"
480691,Damares Dilma Ezbiman,0,0,0,0,6.3,6.9,5.3,5.8,,2,3,5,EXATAS,0.68496,0.8185
892523,Marta de Albuquerque,0,0,0,0,7.2,6.9,7.7,5.7,0,5,2,8,HUMANAS,0.85,3.4817
751365,Reinaldo Manuel Eizrru de Pereira Muzerern,0,0,0,0,6.5,4.6,4.9,5.7,1,3,4,4,DIFICULDADE,0.85391,2.0857
632156,Adílson Luan Naves,1,1,1,3,0,0,0,,1,2,5,3,DIFICULDADE,0,0.5774
289165,Taís da Silva,1,3,3,1,0,0,0,0,1,12,4,3,DIFICULDADE,0,0.5
652289,Luke Otresho de Alvarenga,0,0,0,0,5.3,5.7,6.5,,0,7,3,5,EXATAS,0.61101,3.5445
386594,Lili Aparecida da Nóbrega,0,0,0,0,7.3,7.2,7.4,6.5,0,10,7,1,HUMANAS,0.40825,3.5378
238558,Severino Joel de Maia Dowaman,0,0,0,0,7.9,8.4,8.7,,0,23,5,3,EXCELENTE,0.40415,4.9386
563183,Josiel Baltazar da Cruz Dogo,0,0,0,0,5,4.6,5.5,4.8,1,8,3,3,DIFICULDADE,0.38622,2.0205
498355,Danilo Aloísio de Pereira Ximenes,0,0,3,1,7.4,8,0,0,1,16,2,6,DIFICULDADE,4.45234,3.8622
557320,Nicole Violeta Kleirraov da Silva,3,1,1,1,0,0,0,0,0,13,5,3,DIFICULDADE,0,"0,00"
595439,Plínio Israel da Silva Gomes,0,0,0,0,5.6,5.1,4.5,5.9,1,5,3,4,EXATAS,0.61305,2.1608
672360,Avelino Cícero Sewo,0,0,0,0,7.5,7.5,4.9,,1,11,6,3,EXATAS,1.50111,3.2716
854025,Vitória de Arruda,1,3,1,1,0,0,0,,1,5,5,3,DIFICULDADE,0,0.5774
685093,Dina Zulmira da Silva,3,1,1,1,0,0,0,0,0,2,0,8,DIFICULDADE,0,"0,00"
863984,Giuseppe Juliano de Souza da Silva,1,1,1,3,0,0,0,,1,2,3,6,DIFICULDADE,0,0.5774
422503,Edilene Suellen de Aguiar,0,0,0,0,6,6,4.9,5.2,1,3,4,3,EXATAS,0.56199,2.2322
961007,Bartolomeu Toninho Naves,1,3,1,1,0,0,0,0,1,2,0,8,DIFICULDADE,0,0.5
492807,Willian Ali de Alvarenga,0,0,0,0,6.2,4.8,6.8,4.9,1,5,5,4,DIFICULDADE,0.98446,2.4309
451060,Inácio Hugo de Morais,0,0,0,0,6.4,5.2,5.4,4.9,1,3,5,2,DIFICULDADE,0.65,2.0934
288181,Vitória Magali Noypuan Tristão,0,0,1,1,4.8,5,0,,1,4,1,7,DIFICULDADE,2.83078,2.6458
459354,Sebastião Estevão de Alcântara Evornbonov,0,0,0,0,6.3,6.6,5.5,5.2,,2,0,8,EXATAS,0.65828,0.7371
599554,Marcela Cibele Etopa da Rocha,1,1,1,1,0,0,0,,0,5,2,5,DIFICULDADE,0,"0,00"
714060,Olívia de Nogueira Gymfuer,0,0,0,0,6.3,6.5,4.9,4.7,,3,2,6,EXATAS,0.93095,0.9866
547475,Kevin da Silva Terceiro,0,0,0,0,6.6,6.1,5.2,6.6,1,3,4,3,EXATAS,0.66018,2.55
474342,Juliano de Souza Júnior,0,0,0,0,5.9,5,6.5,5.9,,2,4,3,EXATAS,0.61847,"755,00"
297107,Laércio Nilton da Conceição Plane Cimornmmo,0,0,0,0,6.6,7.7,7.2,7.1,,3,2,6,MUITO_BOM,0.45092,0.3215
960901,Túlio Vrohoan,0,0,0,0,5.6,5.4,4.7,5,0,1,2,6,EXATAS,0.40311,2.5329
515659,Valter Eric Coutinho,0,0,0,0,5.5,5.4,5.2,,1,2,5,5,EXATAS,0.15275,2.4846
249902,Gustavo Nunes Bonnhi,1,1,1,1,0,0,0,0,1,0,2,7,DIFICULDADE,0,0.5
653939,Fernanda Lidiane da Silva,0,0,0,0,6.5,5.8,6.4,5,,5,0,5,EXATAS,0.68981,0.7024
991270,Demilson Mendes,0,0,0,0,7.4,7.6,6.6,7,1,1,2,6,HUMANAS,0.44347,"3061,00"
167859,Úrsula Ymician Nope,0,0,0,0,6.8,6.7,5.6,6.7,1,0,5,3,EXATAS,0.56862,2.7166
975015,Walter Wally de Gonçalves Lopes,0,0,0,0,6,5.9,5.2,,,4,4,3,EXATAS,0.43589,"495,00"
746772,Eliane de Simões,0,0,0,0,7,7.1,6.2,6.5,0,4,0,3,EXATAS,0.42426,3.3211
949635,Hugo Bahia de Pereira,0,0,0,0,5.2,6.8,5.6,6.3,0,4,2,6,EXATAS,0.71356,3.1553
866847,Lisa Fátima do Prado,0,0,0,0,5.8,5.2,5.6,5.1,0,3,5,4,EXATAS,0.3304,2.6588
548433,Diogo Omar da Silva de Aguiar Schmidt,0,0,0,0,6.8,5.8,8.4,6,,2,0,6,HUMANAS,1.18181,1.4468
509772,Eduardo Adílson Ribeiro Rebosuni de Souza,0,0,0,0,6.9,7.3,7.2,5.4,1,3,3,3,HUMANAS,0.88318,2.9489
176285,Otto Rahishi,1,1,1,1,0,0,0,0,1,5,2,6,DIFICULDADE,0,0.5
727620,Demilson da Mata Neto,3,3,3,1,0,0,0,0,1,2,1,3,DIFICULDADE,0,0.5
538688,Elias Heron Ribeiro Weiss Júnior,1,1,1,3,0,0,0,0,1,3,2,3,DIFICULDADE,0,0.5
534200,Jesus Simão de Munhoz,1,1,3,1,0,0,0,,1,5,2,4,DIFICULDADE,0,0.5774
378323,Yuri de Alves,0,0,0,0,6.6,6.7,6.6,,1,3,1,5,HUMANAS,0.05774,3.2624
308036,Celeste Elizabete dos Santos,0,0,0,0,7.2,7.4,9.7,7.3,1,13,6,3,MUITO_BOM,1.20277,"3735,00"
400421,Poliana do Espírito Santo Beata,0,0,0,0,6.7,6.7,6.8,5.8,,2,0,4,HUMANAS,0.46904,0.5508
681957,Poliana de Barbosa Igreja,0,0,0,0,6.6,6.6,7.5,7.2,1,3,2,6,HUMANAS,0.45,3.0729
388463,Celso Moacyr da Silva de Souza Trei,0,0,0,0,6.4,4.8,4.6,5,0,3,0,3,EXATAS,0.8165,2.4055
347294,Luiz Hilton Guece Júnior,3,3,1,1,0,0,0,0,1,3,2,3,DIFICULDADE,0,0.5
707372,Lívia Pogisafu de Pimentel,0,0,0,0,6.9,7,8.8,6.4,0,17,4,4,MUITO_BOM,1.05,"3838,00"
501817,Joaquim de Bezerra Júnior,0,0,0,0,5.7,6.4,5.5,4.3,1,5,2,6,DIFICULDADE,0.87321,2.3622
344923,Ismael de Castro,3,1,1,1,0,0,0,0,,2,1,5,DIFICULDADE,0,"0,00"
409358,Sandra Charlene Borba,0,0,0,0,6.4,6.8,5.7,5.7,1,6,4,1,EXATAS,0.54467,2.5859
511494,Francielle Emeota,0,0,0,0,6.3,6.4,4.9,,1,4,6,3,EXATAS,0.83865,2.7875
263602,Batista de Mendonça Vydirnto,0,0,0,0,6.9,7.4,6.1,6.4,1,9,3,2,MUITO_BOM,0.57155,"2871,00"
920574,Diana Eleonora Nomizavic,0,0,0,0,6.3,6.8,5.2,6.6,1,3,3,5,EXATAS,0.71356,2.6957
588629,Marta de Figueiredo dos Pinhais,0,0,0,0,7,6.7,5.4,6.2,1,4,2,5,EXATAS,0.6994,2.6056
288743,Batista de Oliveira Mourão,0,0,0,0,6.9,5.9,8.4,,0,4,2,3,HUMANAS,1.25831,4.3132
840210,Jeferson de Sá Seixas Gruwu,0,0,0,0,5.7,6.3,5.1,,1,3,0,6,EXATAS,0.6,2.7791
182045,Táles de Muniz,0,0,0,0,5.7,6.8,6,,1,2,2,3,EXATAS,0.56862,3.1432
656403,Evelyn Roseli da Silva de Cerqueira,1,1,1,1,0,0,0,0,1,3,2,4,DIFICULDADE,0,0.5
673848,Jeferson Adônis de Andrade Ipern,0,0,0,0,7.2,7,7.3,6.9,1,10,4,4,HUMANAS,0.18257,3.0381
792611,Kevin Ciro de Matos,0,0,0,0,7.3,6.7,5.9,6.5,1,5,4,2,EXATAS,0.57735,2.7048
691664,Ângela Cíntia de Bragança,0,0,0,0,7.5,7,8.4,6,,16,3,2,HUMANAS,1.00125,1.2055
308963,Domingos de Fraga Branco Júnior,0,0,0,0,6.6,6.1,6.6,,1,2,3,6,EXATAS,0.28868,3.0989
320828,Hélio Emílio de Souza,0,0,0,0,7.2,7,9.1,6.8,,9,5,2,EXCELENTE,1.06262,1.2741
700283,Berenice Nair Jardim,0,0,0,0,6.3,5.4,6.1,,0,4,2,5,EXATAS,0.47258,3.3382
395118,Érica Janaína Sinavic,3,1,3,1,0,0,0,0,1,2,0,8,DIFICULDADE,0,0.5
737640,Demilson Ozcle Vaz,0,0,0,0,5.8,6.4,6.3,4.2,1,2,2,6,EXATAS,1.01776,"2529,00"
366266,Leonardo Helder de Pinheiro,0,0,0,0,5.6,4.5,6.1,,,5,5,3,EXATAS,0.81854,1.1314
961978,Bernadete Erni de Antunes,0,0,0,0,5.3,5.1,5,,1,2,2,6,DIFICULDADE,0.15275,2.3388
125329,Charlene Liane de Vieira Rangel,1,1,3,1,0,0,0,,1,2,2,4,DIFICULDADE,0,0.5774
293078,Jânio Waepa,1,1,1,3,0,0,0,0,0,5,2,3,DIFICULDADE,0,"0,00"
650528,Raiane de Barbosa,0,0,0,0,4.8,6.2,4.9,5.9,,3,0,8,DIFICULDADE,0.70475,0.6807
283213,Roberta Melanie Poisezvic,0,0,0,0,5.6,5.8,5.7,,1,2,0,6,EXATAS,0.1,2.7429
116658,Madalena Neila de Meireles,0,0,0,0,6.3,5,5,5.1,0,3,3,3,EXATAS,0.63509,2.5171
994685,Celso Uribe da Silva Panan Trevisan,0,0,0,0,6.9,6.8,5.3,6.3,1,2,1,6,EXATAS,0.73201,2.6413
433562,Ângelo Pigoma,0,0,0,0,6.1,6.1,5.1,5.5,1,9,3,2,DIFICULDADE,0.4899,2.32
767984,José Herrera,0,0,0,0,6.2,6,5.4,5.3,1,4,0,2,EXATAS,0.44253,2.3042
964490,Quitéria da Silva,0,0,0,0,6.3,6.4,6.8,6,1,2,1,6,HUMANAS,0.3304,2.7197
789858,José Hamilton Herrera,0,0,0,0,6.1,5.4,6.6,5.5,1,7,3,3,HUMANAS,0.55976,2.4771
376064,Zara da Silva,0,0,0,0,6.9,7,5.7,5.5,1,2,2,4,EXATAS,0.78475,2.6192
842197,Leonardo Tristão Júnior,1,1,1,1,0,0,0,0,,2,3,3,DIFICULDADE,0,"0,00"
502565,Shirley Marilúcia de Cabral Kubese Nimun,0,0,0,0,4.5,4.5,6.7,4.5,,5,5,3,HUMANAS,1.1,1.2702
619224,Natália Glanomov de Lima,0,0,0,0,5.8,5.5,5.1,,1,3,5,3,EXATAS,0.35119,2.4906
132780,Fabrício Rodolfo Milani Chonez Júnior,0,0,0,0,5.6,5.8,6,4.4,0,13,5,3,EXATAS,0.7188,2.7923
779183,Tainá de Drummond Dias,1,1,1,1,0,0,0,0,1,11,5,4,DIFICULDADE,0,0.5
111356,Edivaldo Israel d'Ávila,0,0,0,0,7.7,7.7,7.8,6.8,,0,4,5,HUMANAS,0.46904,0.5508
855074,João Domingos da Silva Weber,0,0,0,0,7.2,6.7,5.7,5.6,0,4,5,3,EXATAS,0.77889,3.0408
780946,Walter Luís de Pereira Fenpluzo,0,0,0,0,4.4,5.4,4.7,,,2,4,5,DIFICULDADE,0.51316,"495,00"
939018,Tainara Preto Gomes,0,0,0,0,5.3,6.3,6.1,6.1,1,9,5,3,EXATAS,0.44347,2.5851
443403,Mel Ivete de Barbosa Soumo,0,0,0,0,6.4,6.9,6.2,5.8,,2,4,3,EXATAS,0.45735,0.5568
451390,Raí de Padilha,0,0,0,0,6.6,6.6,6.2,5.3,1,2,4,4,EXATAS,0.61305,2.5747
275284,João Décio de Souza,0,0,0,0,6.6,6.7,4.8,,1,4,5,6,EXATAS,1.06927,2.9023
362926,Leila Isabel de Camargo Teles,0,0,0,0,6.9,5.8,6.5,5.7,1,12,1,2,EXATAS,0.57373,2.5252
348623,Karl Alisson de Madureira Freire,0,0,0,0,4.2,5.8,5.9,5.4,1,4,2,7,DIFICULDADE,0.78049,2.3599
197999,Raiane Janaína Bunviz,0,0,0,0,6.7,7.2,7,6.1,,4,6,3,HUMANAS,0.47958,0.5859
989322,Liane Lisa de Braga Queo,0,0,0,0,6,6.5,5,6.1,,3,1,7,EXATAS,0.6377,0.7767
397570,Raul Fontes,0,0,0,0,6.8,7.2,7.9,6.9,,16,6,3,HUMANAS,0.49666,0.5132
329033,David Gustavo Weber,1,1,1,1,0,0,0,0,1,4,2,3,DIFICULDADE,0,0.5
138143,Samuel Baltazar de Souza Arnu Júnior,0,0,0,0,6,5.4,5.3,4.8,1,4,2,8,EXATAS,0.49244,2.0998
522833,Vívian Oezã da Silva Iyson,0,0,0,0,6.2,5.3,4.6,5.4,0,1,5,6,EXATAS,0.65511,2.5747
932030,Susan Ubryrn,1,1,3,1,0,0,0,0,0,7,2,3,DIFICULDADE,0,"0,00"
861741,Barnabé da Serra Marques,3,3,1,1,0,0,0,,1,16,5,3,DIFICULDADE,0,0.5774
237276,Leo Karl de Maia da Paixão,0,0,0,0,6.2,5.9,6,,,5,4,5,EXATAS,0.15275,0.0707
247178,Eugênio Demi da Silva Júnior,0,0,0,0,6.7,6.6,5.9,,0,5,3,3,EXATAS,0.43589,3.6254
777063,Otávia da Silva Pimenta,0,0,0,0,7,7.6,7.5,5.8,1,2,5,4,HUMANAS,0.82614,3.0956
204888,Eric Otávio Nera da Silva Pinto,0,0,0,0,6.4,4.2,4.9,4.7,1,2,3,5,EXATAS,0.94692,1.8239
103734,Inácio Ymorn Vopaman,0,0,0,0,5.6,4.7,6.8,,0,5,0,8,HUMANAS,1.05357,3.4819
636582,Valter Rodolfo Góis,0,0,0,0,5.8,5.1,5.3,5,0,5,3,4,DIFICULDADE,0.3559,2.5697
506445,Tainara Ingairn de Cardoso,0,0,0,0,7,6.4,5.1,6.1,1,2,2,3,EXATAS,0.79373,"2496,00"
913372,Ricardo Nunes,1,1,1,1,0,0,0,0,1,4,3,3,DIFICULDADE,0,0.5
964587,Clara de Noronha,0,0,0,0,5.1,4.7,5.1,,0,3,2,6,DIFICULDADE,0.23094,2.8361
134871,Leopoldo Vinícius Naovic,0,0,0,0,6.4,6.9,5.4,5.9,1,4,5,3,EXATAS,0.6455,"2609,00"
955355,Rogério de Cardoso Baganne,0,0,0,0,7.9,7.7,9.1,7.9,0,22,6,1,HUMANAS,0.64031,4.1628
229731,Giuseppe Elias de Álvares dos Santos,1,1,1,1,0,0,0,0,0,3,2,6,DIFICULDADE,0,"0,00"
464508,Jesus Namgovic Marinho,0,0,0,0,5.6,5.5,4.9,6.2,1,2,2,6,EXATAS,0.53229,2.3281
117319,João de São Pedro,0,0,0,0,6.9,7.2,7.2,6.8,0,12,6,3,HUMANAS,0.20616,3.5384
367741,Pablo Asoson,0,0,0,0,7,6.9,5.2,,1,4,5,4,EXATAS,1.0116,"3037,00"
645042,Anderson de Souza Júnior,0,0,0,0,5.6,6,5.8,4.7,1,3,3,7,EXATAS,0.57373,2.3215
200453,Júlio da Silva,0,0,0,0,6.1,4.3,5.1,5.7,1,2,2,6,EXATAS,0.78316,2.0966
414291,Maurício Macho,1,3,1,1,0,0,0,0,1,3,0,3,DIFICULDADE,0,0.5
987458,Manoel dos Santos Crain,0,0,0,0,6.7,6.9,5.5,6.1,,2,3,2,EXATAS,0.63246,0.7024
567890,Érica Asmu,1,1,3,3,0,0,0,,0,3,5,3,DIFICULDADE,0,"0,00"
274678,Quésia Fabíola da Silva de Carvalho Oenwi,1,1,1,1,0,0,0,0,0,3,2,6,DIFICULDADE,0,"0,00"
824931,Heitor Mois da Silva de Tozetto,0,0,0,0,7,7.2,5.1,7.1,0,4,4,3,EXATAS,1.00333,3.3749
882083,Maria Nayara de Cabral Torres Olfie,0,0,0,0,6.1,5.5,5.2,4.9,1,3,1,4,DIFICULDADE,0.51235,2.1142
999357,Sabrina Karin da Silva,0,0,0,0,6.2,6.4,4.6,6.1,1,4,0,8,EXATAS,0.82614,2.4784
387545,Miguel Hepigen de Sobral,0,0,0,0,6.6,5.8,5.7,5.2,1,3,0,3,EXATAS,0.57951,2.2984
463194,Elaine Tainara Iapylem Maciel,0,0,0,0,7.2,6.6,5.3,5,,12,4,3,EXATAS,1.04682,0.8505
281974,Fabiana Vitória Rodrigues Emliabeson Terceiro,0,0,0,0,7.5,6.9,6.6,6.8,0,2,4,3,MUITO_BOM,0.3873,3.3856
606503,Kim Manuel Tozfalivu,0,0,0,0,6.3,7,5.8,,1,10,2,6,EXATAS,0.60277,3.1749
186130,Quésia dos Santos Semipebi,0,0,0,0,5.5,5.7,6.3,6,,0,0,3,EXATAS,0.35,0.3
610965,Teresa Wanda Milani Pekern de Palhares,0,0,0,0,6.1,4.4,5.6,5.2,,4,2,3,EXATAS,0.71822,"611,00"
870473,Edson Artur Tristão Ronanrameson,0,0,0,0,7.6,8.2,8.9,8,0,6,6,2,EXCELENTE,0.54391,4.2011
517940,Mirela Sara Genahehi,0,0,1,1,5.7,4.5,0,,1,5,3,5,DIFICULDADE,3005,2.3629
461362,Solange Maísa Marques,0,0,0,0,5.2,4.7,6.2,4.8,1,3,1,7,EXATAS,0.68496,2.2247
140422,Marciane Lili Bahobe Yotetetsu Ernal,0,0,0,0,6.4,5.9,6.6,5.5,1,2,0,8,HUMANAS,0.49666,"2541,00"
271754,Elias Jair Rizutozo de Cabral,1,1,1,1,0,0,0,0,1,6,5,2,DIFICULDADE,0,0.5
491822,Margarete dos Santos de Oliveira Ikrifiloson,0,0,0,0,4.9,7.7,6.2,7.3,1,3,2,6,EXATAS,1.25532,3.0989
377162,Kim Lucas de Antunes do Amaral,0,0,0,0,7.2,6.8,4.8,,1,5,2,3,EXATAS,1.28582,2.9462
518718,Lena de Souza da Silva,0,0,0,0,5.4,5.3,6,5.3,1,5,5,2,EXATAS,0.33665,2.2906
553388,Clara de Arantes Frias,0,0,0,0,7.1,8.1,8.5,5.5,,7,5,2,HUMANAS,1.33666,1.6289
206231,Cleuza de Barboza Famfol Gomes,0,0,0,0,6.7,7.6,8.9,6.5,,1,5,3,MUITO_BOM,1.09354,1.2014
561976,Otto de Alcântara,0,0,0,0,6.4,7,5.3,4.7,,6,5,4,EXATAS,1.04083,"1193,00"
923367,Rute Guerra,0,0,0,0,6.7,6.6,5.8,6.7,0,3,5,3,EXATAS,0.43589,3.2087
261903,Aécio Hatepo Sanches da Cruz,0,0,0,0,7,6.4,7,6.2,0,7,3,4,HUMANAS,0.41231,3.2843
266018,Alberto de Melo,0,0,0,0,7.2,7.3,8.3,7.4,0,22,6,2,HUMANAS,0.50662,3.8596
456193,Áureo da Silva,0,0,0,0,6.2,5.6,4.6,6.1,1,4,1,7,DIFICULDADE,0.73201,2.3027
399014,Victor Milton Rosa dos Santos,0,0,0,0,5.4,5.5,5.2,,1,1,2,3,EXATAS,0.15275,2.5159
494637,Michele Guiomar Freire dos Santos de Barbosa,0,0,0,0,6.5,6.5,4.7,5,0,4,5,3,EXATAS,0.96047,2.8125
485308,Daniel Otaviano de Britto da Silva,0,0,0,0,6.1,6.6,5.8,6.5,0,3,2,3,EXATAS,0.36968,3.17
155810,Fátima Felícia Bushi de Campos,1,3,1,1,0,0,0,,,2,1,6,DIFICULDADE,0,"0,00"
999354,Maurício dos Santos de Muniz,0,0,0,0,5.8,6.2,6.6,7.2,1,1,5,3,DIFICULDADE,0.59722,"2863,00"
693201,Susan Fizco Bahia,3,3,1,1,0,0,0,0,1,1,2,6,DIFICULDADE,0,0.5
814496,Núbia Laura dos Santos de Nogueira,0,0,0,0,5,4.9,4.6,4.4,0,0,2,3,DIFICULDADE,0.27538,2.3258
130293,Edu Caio de Novais,0,0,0,0,7.6,7.8,8.2,7.5,0,14,3,3,MUITO_BOM,0.30957,3.9271
199349,Heloísa de Alves Pinto,1,3,1,1,0,0,0,0,1,3,5,4,DIFICULDADE,0,0.5
502210,Genir Uneã,0,0,0,0,5.8,5.9,6.5,5.5,0,4,5,6,EXATAS,0.41932,3.0115
967823,Laís Ovruson,0,0,0,0,7.3,7,6.3,6.5,,8,2,1,EXATAS,0.45735,0.3606
658970,Luke de Siqueira Oian,0,0,0,0,6.8,6.2,5.4,5.3,0,2,6,2,EXATAS,0.70887,2.8453
196565,Amarildo Thiago dos Santos,0,0,0,0,5,6.2,4.8,5.6,1,2,5,3,EXATAS,0.63246,2.3381
120414,Eustáquio Bipihako Blily,1,1,3,1,0,0,0,0,,6,5,3,DIFICULDADE,0,"0,00"
379249,Aline Maciel de Menezes,0,0,0,0,7.4,8.2,9.2,5.4,0,15,6,7,HUMANAS,1.61142,4.1263
335566,Selena Pliaia Arnduanan Sanches,0,0,0,0,7.5,7.3,9,7.4,,8,5,3,EXCELENTE,0.80416,0.9539
667378,Priscila Rossi do Rio,1,1,1,1,0,0,0,0,0,17,6,2,DIFICULDADE,0,"0,00"
982499,Carolina Felícia Diason,0,0,0,0,6.5,6.4,5.5,4.9,1,4,6,5,EXATAS,0.76322,2.3812
126371,Heitor Fernando da Silva Yovic Freire,0,0,0,0,5.4,6,6.3,6,1,4,5,5,DIFICULDADE,0.37749,2.5539
195105,Luzia Arilda Vesha Rossi de Bueno,0,0,0,0,6.6,5.3,4.9,6.9,0,6,7,1,EXATAS,0.97425,2.9781
193545,Aline Gutierrez Quesottilan,0,0,0,0,7.6,6.5,8,6.7,1,2,5,3,MUITO_BOM,0.71647,3.1054
537498,Alex João Iskoe Júnior,0,0,0,0,4.8,5.5,5.6,5,1,3,5,3,EXATAS,0.38622,2.1991
767873,Raquel Liane da Silva,0,0,0,0,6.6,6.4,5.1,5.5,0,1,3,5,EXATAS,0.71647,"2885,00"
339140,Olívia Marli de Brandão da Silva,0,0,0,0,6.5,7,6.7,,,9,5,3,MUITO_BOM,0.25166,0.2121
729286,Bento Osório Vaz Necaer,0,0,0,0,6.3,5.4,5.7,5.5,1,1,0,3,EXATAS,0.40311,2.2701
215036,Pedro de Cardozo,3,1,1,1,0,0,0,0,1,13,2,6,DIFICULDADE,0,0.5
683397,Alfredo de Noronha dos Pinhais Neto,0,0,0,0,6.3,7,5.1,,1,3,2,6,EXATAS,0.9609,3.0665
428556,Liane Ana de Oliveira Franco Ragliman,0,0,0,0,5.6,4.5,5.3,5.5,0,2,4,3,EXATAS,0.49917,2.5863
138022,Lidiane Dina da Silva,0,0,0,0,6.2,7.5,7,5.9,0,9,4,5,HUMANAS,0.73258,3.4651
758385,Laís Dilma Awazan de Holanda Klein,0,0,0,0,6.4,7.6,8.1,7.2,0,6,7,2,HUMANAS,0.71822,3.8344
502305,Luiz Beto Branco Ezriz da Silva,0,0,0,0,7.4,7.6,7.9,7,,14,4,1,EXCELENTE,0.37749,0.4583
132995,Walderice Sara Jangada,0,0,0,0,6.6,7.3,6.4,5.7,0,2,0,8,EXATAS,0.65828,"3299,00"
961789,Fagner Israel Noynu,0,0,0,0,5.6,5.7,5.6,4.3,0,2,4,6,EXATAS,0.66833,2.6771
690901,Ana da Silva,0,0,0,0,6.7,5.4,6.4,6.5,,2,5,3,EXATAS,0.58023,0.6083
981974,Isabel Wanda de Teixeira da Silva Ebeson,0,0,0,0,5.2,4.5,5.2,4.6,1,17,3,2,DIFICULDADE,0.37749,1.9085
844811,Bernardo Cauê de Brito da Silva Uzimer,0,0,0,0,5.7,4.8,5.8,5.3,0,2,3,3,EXATAS,0.45461,2.6813
463444,Maria de Torquato Nunes,1,1,1,1,0,0,0,0,,3,2,6,DIFICULDADE,0,"0,00"
534634,Fabiano Laerte Alomes de Martins,0,0,0,0,6.2,6.3,5.8,4.3,1,4,3,3,DIFICULDADE,0.92556,2.3896
645183,Adônis Freire,1,1,1,1,0,0,0,0,0,4,0,3,DIFICULDADE,0,"0,00"
121333,Robson Adílson Jibu,0,0,0,0,6.7,6.8,5,,0,4,5,3,EXATAS,1.0116,3.5233
253055,João Israel de Souza Gomes,0,0,0,0,5.5,5.1,6.8,4.5,,2,5,3,HUMANAS,0.97425,"1193,00"
531302,Paulo Nicolas Maliã de Souza,0,0,3,1,6.7,6.3,0,,0,5,2,3,DIFICULDADE,3.7581,3.6373
335355,Eduarda Francielle de Ferraz Sogei Omonan,0,0,0,0,5.7,4.7,5.6,,1,4,5,2,DIFICULDADE,0.55076,2.4379
579617,Cristiano Ezuflo de Castro,0,0,0,0,6.7,5.8,8,4.4,,3,3,5,HUMANAS,1.5152,1.8148
456099,Roberta de Paranhos dos Santos,0,0,0,0,6.7,5.4,6.6,6.9,0,8,0,3,EXATAS,0.67823,"3216,00"
313406,Bárbara de Garcia Schneider,0,0,0,0,6.3,6,5.6,6.6,,2,2,3,EXATAS,0.4272,0.5033
958715,Chico Sobabonu Duque,0,0,0,0,7,6.8,5.8,6,1,5,5,3,EXATAS,0.58878,2.6357
507864,Luzia Duque Esirntuz,0,0,0,0,5.9,7.1,8.4,,1,4,2,6,HUMANAS,1.25033,3.9509
288835,Ana Dutra de Duarte,0,0,0,0,5.2,5.1,7,4.9,1,2,2,6,DIFICULDADE,0.97468,2.5179
561541,Nádia Dina Iern de Pereira,0,0,0,0,6.9,6.4,5.6,,0,4,2,3,DIFICULDADE,0.65574,3.4871
654804,Lucas Mourão de Maia,0,0,0,0,6.8,5.6,6.7,,0,3,5,3,HUMANAS,0.66583,"3593,00"
120310,Mateus Hildebrando de Pereira,0,0,0,0,7.2,6.8,5.8,5.4,1,14,2,2,EXATAS,0.84063,2.5684
215783,Célia Dina Myvaizci,0,0,0,0,6.4,6.5,6.7,6.1,0,3,2,4,HUMANAS,0.25,3.2263
456441,Marcela da Silva Branco,0,0,1,1,6.4,5.1,0,0,1,4,1,6,DIFICULDADE,3.36192,2.4295
981933,Janaína Souto,3,1,1,1,0,0,0,,1,4,2,6,DIFICULDADE,0,0.5774
498123,Lilian Poliana Mizu de Peixoto Klein,0,0,0,0,5.5,6.2,5.6,4.9,1,2,0,3,EXATAS,0.53229,2.3443
962830,Benedito de Alvim Roeman da Silva Júnior,0,0,0,0,6.3,5.3,6,6.4,0,2,2,6,EXATAS,0.49666,2.9848
353020,Giuseppe Pasa de Britto,0,0,0,0,4.6,4.5,6.6,5,,1,3,5,HUMANAS,0.97425,"1097,00"
193281,Jair Ceum Negrão,0,0,0,0,6,5.8,5.1,,1,5,2,6,DIFICULDADE,0.47258,2.5929
353356,Osório de Oliveira,1,1,1,1,0,0,0,0,,7,5,5,DIFICULDADE,0,"0,00"
691601,José Pablo Dutra,0,0,0,0,6.3,4.7,5.3,6.2,1,3,4,4,EXATAS,0.76322,2.2847
758136,Gilmara Renata Ioão da Silva,0,0,0,0,6.3,6.6,5.6,,1,3,2,6,EXATAS,0.51316,2.9866
